,ID,Salary,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
94,94,95000,-1,m,1991-05-04,82.0,ssc,2008.0,87.0,bie,961,2,B.Tech/B.E.,,70.0,961.0,1,Telangana,2012,675,625,595,0.704090412131314,465,-1,-1,-1,-1,-1,-1,1.5533,1.7488,1.8331,,0.1864
95,95,120000,Noida,m,1989-08-17,58.33,up,2007.0,73.33,up,198,2,B.Tech/B.E.,computer science & engineering,71.97,198.0,0,Uttar Pradesh,2012,395,325,585,0.744758354008939,395,-1,438,-1,-1,-1,-1,0.8192,0.5008,0.2366,-0.05527,0.6603
96,96,430000,Pune,m,1990-09-17,87.3,0,2008.0,82.0,0,8099,2,B.Tech/B.E.,computer engineering,72.0,8099.0,0,Karnataka,2012,405,545,505,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-0.4173,-2.1513,0.2366,,-1.2354
97,97,265000,Gurgaon,m,1992-02-12,71.2,state board,2009.0,72.0,state board,55,2,B.Tech/B.E.,information technology,76.9,55.0,0,Uttar Pradesh,2014,430,530,630,0.996744486852253,645,-1,623,-1,-1,-1,-1,0.7027,1.0449,-0.6048,-0.2344,0.2889
98,98,730000,Gurgaon,f,1988-03-23,87.6,cbse,2006.0,72.2,cbse,47,1,B.Tech/B.E.,electronics and communication engineering,77.0,47.0,1,Delhi,2010,465,605,465,0.229481754911755,445,266,-1,-1,-1,-1,-1,-1.0355,-1.0593,-1.0697,0.4148,-0.4455
99,99,500000,New Delhi,f,1989-04-26,95.4,cbse,2007.0,93.2,cbse,893,2,B.Tech/B.E.,computer engineering,79.7,893.0,0,Uttar Pradesh,2011,585,625,615,0.98374996654107,635,-1,-1,-1,-1,-1,-1,-0.7264,0.6568,0.0914,-0.2902,0.3444
100,100,250000,Chennai,m,1993-04-22,82.8,state board,,78.25,state board,1370,2,B.Tech/B.E.,electronics and communication engineering,69.0,,0,Tamil Nadu,2014,555,460,415,0.0417331957243944,375,-1,-1,-1,-1,206,-1,-0.159,1.3779,0.9322,-1.1218,0.8637
101,101,555000,Pune,m,1988-08-05,,"up board,allahabad",2005.0,75.6,"up board,allahabad",137,2,B.Tech/B.E.,information technology,68.88,137.0,0,Uttar Pradesh,2010,565,565,605,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-0.2628,-0.4353,-0.344,,-0.7615
102,102,310000,Bangalore,m,1992-01-29,63.0,cbse,2010.0,74.83,state board,11010,2,B.Tech/B.E.,electronics and communication engineering,66.08,11010.0,1,Karnataka,2014,430,555,460,0.338786347219528,445,292,376,-1,-1,356,-1,-0.4463,-1.1196,0.1637,-1.2486,-1.0524
103,103,300000,Bhubaneshwar,m,1989-08-25,75.0,state board,2008.0,71.5,state board,347,2,B.Tech/B.E.,electronics and electrical engineering,64.0,347.0,0,Uttar Pradesh,2013,615,555,355,0.115022725743068,-1,-1,-1,-1,292,-1,-1,,0.8784,0.4711,-1.5021,-2.0105
104,104,415000,Pune,m,1989-09-07,,mp board,2006.0,83.0,mp board,6434,2,B.Tech/B.E.,computer engineering,73.8,6434.0,0,Uttarakhand,2012,425,465,625,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-1.6538,-0.2012,0.0552,1.70743,-0.1295
105,105,330000,Bangalore,m,1992-04-17,58.17,rajasthan board,2009.0,64.31,rajasthan board,12515,2,B.Tech/B.E.,computer science & engineering,65.33,12515.0,1,Rajasthan,2014,485,315,545,0.144789889482462,445,-1,284,-1,-1,-1,-1,0.2718,0.2124,-0.1437,0.2727,-0.8608
106,106,550000,Pune,m,1990-02-10,80.5,icse,2008.0,68.4,cbse,11571,1,B.Tech/B.E.,computer engineering,67.95,11571.0,1,Maharashtra,2012,565,544,505,0.793580614548506,495,-1,-1,-1,-1,-1,-1,-0.1082,0.9688,-0.0537,0.7673,-0.2875
107,107,180000,Noida,m,1992-10-21,77.0,board of secondary education,2009.0,70.92,board of secondary education rajasthan,183,2,B.Tech/B.E.,electronics and communication engineering,71.09,183.0,1,Rajasthan,2013,370,440,250,0.538386892985096,-1,333,-1,-1,-1,393,-1,1.4208,0.2124,0.6248,0.2727,-0.0943
108,108,200000,New Delhi,m,1992-05-23,69.0,cbse,2010.0,65.8,cbse,1390,2,B.Tech/B.E.,mechanical engineering,81.0,1390.0,0,Uttar Pradesh,2014,520,555,605,0.414337426422751,-1,-1,-1,366,-1,-1,-1,-0.159,0.3789,1.7007,-0.3612,1.0554
109,109,505000,Noida,m,1989-11-02,73.0,cbse,2006.0,58.0,cbse,6268,2,B.Tech/B.E.,electronics & telecommunications,66.0,6268.0,0,Haryana,2010,475,215,335,0.229481754911755,355,266,-1,393,-1,-1,-1,-2.272,-0.7993,-1.3599,0.5323,-2.1833
110,110,330000,Chennai,m,1992-01-13,76.17,state board,2009.0,72.0,cbse,10991,2,B.Tech/B.E.,computer science & engineering,78.0,10991.0,0,Rajasthan,2013,510,535,605,0.819416529835888,505,-1,-1,-1,-1,-1,-1,0.4155,-0.7866,-1.2196,1.1601,-1.8189
111,111,340000,Chennai,m,1992-11-12,92.0,cbse,2010.0,73.4,cbse,28,2,B.Tech/B.E.,electronics and communication engineering,75.8,28.0,1,Delhi,2014,650,605,680,0.92879364903175,-1,-1,438,-1,-1,446,-1,0.2718,0.0459,0.3174,-0.7415,-2.2021
112,112,160000,Bhubaneswar,f,1991-07-24,88.88,"bse, odisha",,71.0,"chse, odisha",14708,2,B.Tech/B.E.,electronics and communication engineering,87.0,14708.0,0,Orissa,2012,365,475,485,0.824666400671332,-1,400,-1,-1,-1,-1,-1,1.4374,1.4368,-0.598,-1.7004,0.1864
113,113,120000,Siliguri ,m,1991-03-26,68.5,state board,2009.0,73.2,state board,2085,2,B.Tech/B.E.,electrical engineering,69.0,2085.0,0,West Bengal,2013,350,455,450,0.193768441980019,-1,-1,-1,-1,324,-1,-1,,-5.6151,-4.6009,-2.0092,-6.9925
114,114,395000,Delhi,m,1989-10-18,68.0,cbse,2007.0,68.2,cbse,44,2,B.Tech/B.E.,information technology,72.56,44.0,0,Uttar Pradesh,2011,465,575,575,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-1.1901,1.2808,0.2366,-0.5253,0.1864
115,115,360000,Bangalore,f,1991-01-07,91.0,0,2008.0,91.0,0,3076,2,B.Tech/B.E.,electronics and instrumentation engineering,81.0,3076.0,0,Tamil Nadu,2012,375,405,385,0.694479327708463,425,366,-1,-1,-1,-1,-1,0.0464,0.1498,-2.2308,-0.87777,0.0284
116,116,220000,Hyderabad,m,1992-05-03,63.5,state board,,65.72,state board,5081,2,B.Tech/B.E.,computer science & engineering,60.0,5081.0,0,Andhra Pradesh,2014,430,460,320,0.23780283983757,355,-1,315,-1,-1,-1,-1,0.5591,1.0449,0.3174,-0.2344,0.6721
117,117,440000,Pune,m,1987-01-20,68.6,cbse,,65.6,cbse,115,2,MCA,computer application,69.71,115.0,0,Punjab,2011,515,565,625,0.600057182338341,435,-1,-1,-1,-1,-1,-1,1.1283,0.0328,-0.1988,-1.2303,0.9763
118,118,325000,Noida,m,1992-12-28,93.6,cbse,2009.0,81.0,cbse,47,1,B.Tech/B.E.,electronics and communication engineering,76.5,47.0,1,Delhi,2014,590,595,680,0.493596387301038,-1,324,-1,-1,-1,-1,-1,-1.8825,-0.7866,-0.4511,-0.2344,-0.6692
119,119,375000,Mumbai,m,1990-10-15,78.0,cbse,2009.0,68.0,cbse,1388,1,B.Tech/B.E.,electronics and electrical engineering,72.3,,0,Haryana,2013,510,590,510,0.783303536670298,395,388,-1,-1,-1,-1,-1,0.8463,-0.4536,0.3174,-0.995,0.0973
120,120,95000,Chennai,m,1992-12-17,78.8,matriculation,2010.0,76.5,state board,7518,2,B.Tech/B.E.,electronics and electrical engineering,75.9,7518.0,0,Tamil Nadu,2014,395,425,370,0.423951396376433,-1,-1,346,-1,388,-1,-1,-0.3027,0.7119,0.01,,-1.6273
121,121,240000,indore,m,1990-02-28,62.34,cbse,2006.0,59.0,bice,4504,2,B.Tech/B.E.,electronics and communication engineering,66.66,4504.0,0,Madhya Pradesh,2011,565,395,555,0.229481754911755,-1,266,-1,-1,-1,340,-1,0.8192,-0.1232,-0.9245,-0.0552,1.1343
122,122,275000,Noida,m,1991-12-05,83.6,cbse,2010.0,81.0,cbse,13,1,B.Tech/B.E.,computer science & engineering,70.0,13.0,1,Delhi,2014,665,495,440,0.356536487724475,385,-1,346,-1,-1,-1,-1,1.2772,1.3779,1.0859,-1.3753,0.0973
123,123,420000,Neemrana,m,1989-05-29,58.5,up board,,67.4,up board,70,2,B.Tech/B.E.,electronics and electrical engineering,72.0,70.0,0,Uttar Pradesh,2010,405,595,625,0.960603251997053,435,466,-1,-1,-1,-1,-1,-1.0355,0.1888,0.8171,-1.4653,0.1864
124,124,120000,Bhopal,m,1991-03-15,65.5,up board,2007.0,68.2,up board,547,2,MCA,computer application,83.2,547.0,0,Madhya Pradesh,2013,440,560,635,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.1282,-0.4536,0.3174,1.1601,0.0973
125,125,370000,Mumbai,m,1986-04-20,81.0,icse,2005.0,77.0,mp,402,1,B.Tech/B.E.,,77.0,402.0,0,Madhya Pradesh,2010,655,735,755,0.985461394326131,575,500,-1,-1,-1,-1,-1,-0.1082,0.5008,1.2525,-1.7004,0.5024
126,126,60000,Noida,m,1993-11-16,74.5,cbse,2010.0,62.0,cbse,387,2,B.Tech/B.E.,mechanical engineering,63.82,387.0,0,Uttar Pradesh,2015,615,470,560,0.459015840492937,-1,-1,-1,376,-1,-1,-1,0.2718,0.7119,-0.4511,,0.4805
127,127,135000,New Delhi,m,1987-09-06,60.14,biharboard,2007.0,66.0,upboard,2819,2,B.Tech/B.E.,computer engineering,67.0,2819.0,0,Uttar Pradesh,2011,295,365,615,0.413838255788123,385,-1,-1,-1,-1,-1,-1,-0.1082,-0.2793,-1.7954,1.0024,-0.4455
128,128,700000,Bangalore,m,1993-09-04,72.33,up board,2009.0,67.0,up board,4450,2,B.Tech/B.E.,computer science & engineering,70.84,4450.0,0,Uttar Pradesh,2013,535,470,620,0.953899775079926,495,-1,530,-1,-1,-1,-1,-0.8772,-1.8855,-0.0319,2.4278,-0.8782
129,129,180000,Gurgaon,f,1991-01-10,58.0,state board,2008.0,67.0,state board,11759,2,MCA,computer application,73.0,11759.0,0,Uttarakhand,2014,535,425,485,0.842248322257836,465,-1,469,-1,-1,-1,-1,0.7027,0.2124,0.1637,-0.995,0.0973
130,130,205000,Hyderabad,m,1990-06-01,84.0,0,2007.0,87.7,0,3666,2,B.Tech/B.E.,information technology,61.0,3666.0,0,Andhra Pradesh,2011,605,385,395,0.377551419424541,375,-1,-1,-1,-1,-1,-1,-0.159,-0.2871,-0.2974,-0.8682,-0.4776
131,131,280000,muzzafarpur,m,1987-01-18,75.0,0,2003.0,70.0,0,5026,2,B.Tech/B.E.,electronics and electrical engineering,80.0,5026.0,0,Orissa,2011,385,505,545,0.229481754911755,335,266,-1,-1,-1,-1,-1,0.6646,-0.2793,-0.0537,1.4724,0.0284
132,132,180000,Ongole,m,1992-03-30,64.0,state board,,73.2,state board,449,2,B.Tech/B.E.,computer science & engineering,72.0,449.0,1,Tamil Nadu,2014,505,450,435,0.413838255788123,385,-1,-1,-1,-1,-1,-1,1.2772,1.0449,-0.1437,-1.3753,1.0554
133,133,225000,-1,m,1993-02-02,67.0,state board,2009.0,73.8,state board,272,2,B.Tech/B.E.,mechanical engineering,69.75,272.0,0,Punjab,2014,275,400,385,0.725984147969479,365,-1,-1,438,-1,-1,-1,0.4155,-0.1206,0.4711,1.4136,0.6721
134,134,170000,Noida,f,1991-04-15,84.6,cbse,2008.0,75.0,cbse,387,2,B.Tech/B.E.,biotechnology,76.5,387.0,0,Uttar Pradesh,2014,455,455,430,0.810620507379027,-1,-1,-1,-1,-1,-1,-1,1.2772,0.7119,1.2396,0.3995,0.6721
135,135,310000,Kolkata,m,1983-10-23,75.0,wbbse,2002.0,61.7,wbchse,1424,2,MCA,computer application,79.0,1424.0,0,West Bengal,2010,365,365,425,0.377551419424541,375,-1,-1,-1,-1,-1,-1,-0.4173,-0.1232,-0.0537,-0.4078,-0.1295
136,136,300000,jaipur,f,1988-06-02,68.5,0,2005.0,61.85,0,2513,2,MCA,computer application,75.81,2513.0,0,Rajasthan,2011,365,355,415,0.670743151433127,455,-1,-1,-1,-1,-1,-1,,-0.5913,-0.0537,-0.0552,0.9763
137,137,240000,-1,m,1991-08-18,81.8,cbse,,75.0,cbse,12378,2,B.Tech/B.E.,computer engineering,60.56,12378.0,0,Maharashtra,2013,555,350,560,0.968237495890543,605,-1,-1,-1,-1,-1,-1,-1.4992,-0.7473,-1.6502,1.4724,-0.7615
138,138,200000,New Delhi,m,1983-01-10,,cbse,2002.0,61.0,state board,2819,2,B.Tech/B.E.,biotechnology,64.0,2819.0,0,Uttar Pradesh,2011,520,610,515,-1.0,-1,-1,-1,-1,-1,-1,-1,,1.5444,-0.1437,-1.5021,-0.4776
139,139,265000,Pune,m,1988-09-23,86.0,state board,2006.0,61.17,state board,1330,2,MCA,computer application,71.0,1330.0,1,Maharashtra,2013,405,505,405,0.144789889482462,395,-1,284,-1,-1,-1,-1,0.7027,-0.4536,-0.1437,-0.2344,0.0973
140,140,145000,Hyderabad,m,1993-06-05,69.0,state board,2010.0,83.6,state board,1843,2,B.Tech/B.E.,computer science & engineering,66.23,1843.0,1,Telangana,2014,405,495,535,0.144789889482462,455,-1,284,-1,-1,-1,-1,1.2772,0.3789,-0.6048,0.1459,-0.4776
141,141,160000,Noida,m,1993-06-03,71.2,state board,2009.0,61.6,state board,1982,2,B.Tech/B.E.,electronics and communication engineering,74.26,,0,Uttar Pradesh,2013,465,475,515,0.824666400671332,-1,400,-1,-1,-1,-1,-1,-0.159,-0.4536,0.01,-0.8682,0.4805
142,142,305000,Bangalore,m,1989-09-20,67.8,up board,,74.0,up board,568,2,B.Tech/B.E.,computer engineering,70.4,568.0,0,Uttar Pradesh,2011,565,585,565,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-1.6538,0.8128,1.688,-0.1727,0.9763
143,143,210000,Shahdol,m,1987-08-08,74.6,cbse,2005.0,63.6,cbse,3144,2,B.Tech/B.E.,electronics and electrical engineering,69.92,3144.0,1,Tamil Nadu,2010,535,485,565,0.661834475840071,335,300,-1,-1,446,-1,-1,0.9737,0.3448,-1.0697,1.4724,-0.6035
144,144,365000,Bangalore,m,1990-08-16,85.62,west bengal board of secondary eucation,2008.0,81.0,west bengal council of higher secondary eucation,11166,2,B.Tech/B.E.,electronics and communication engineering,85.7,11166.0,0,West Bengal,2013,475,605,650,0.538386892985096,-1,333,-1,-1,-1,-1,-1,0.8463,0.2124,1.0859,-0.995,0.8637
145,145,100000,Trivandrum,m,1989-03-08,75.0,icse,2007.0,74.0,icse,1023,2,B.Tech/B.E.,electrical engineering,59.0,1023.0,0,Kerala,2011,720,545,405,-1.0,485,-1,407,-1,-1,-1,-1,-0.0154,0.2124,0.6248,0.0192,-0.6692
146,146,265000,Noida,f,1992-03-21,84.6,cbse,,64.7,cbse,11630,2,B.Tech/B.E.,information technology,73.0,11630.0,0,Uttar Pradesh,2013,475,595,470,0.819416529835888,505,-1,-1,-1,-1,-1,-1,1.4208,0.7119,-0.4511,-0.995,0.8637
147,147,325000,Bangalore,m,1992-03-01,83.6,cbse,2009.0,85.4,cbse,47,1,B.Tech/B.E.,computer engineering,73.3,47.0,1,Delhi,2013,580,620,750,0.952245572924303,585,-1,-1,-1,-1,-1,-1,1.1336,0.8784,-0.4511,-0.7415,1.4386
148,148,250000,New Delhi,m,1986-05-29,77.0,cbse,2003.0,52.0,cbse,4450,2,B.Tech/B.E.,,60.0,4450.0,0,Uttar Pradesh,2011,565,425,525,0.840840968763718,-1,-1,-1,473,-1,-1,-1,-0.4173,-0.5913,0.0914,-0.9953,-0.6035
149,149,95000,Navi Mumbai,m,1990-06-05,77.88,state board,2008.0,81.5,state board,14915,2,B.Tech/B.E.,electronics & telecommunications,58.54,14915.0,0,Maharashtra,2012,630,580,485,0.436962648056859,395,-1,-1,-1,-1,324,-1,-0.8772,-1.2861,-0.9122,1.9207,0.4805
150,150,120000,-1,m,1987-06-01,77.2,cbse,2005.0,72.2,cbse,982,2,B.Tech/B.E.,electronics & telecommunications,63.0,982.0,1,Rajasthan,2010,445,235,555,0.694479327708463,455,366,-1,340,-1,-1,-1,-2.8903,-0.1232,0.3817,-0.8778,-0.6035
151,151,450000,Pune,f,1992-03-18,,0,2009.0,79.8,0,124,2,B.Tech/B.E.,computer engineering,86.76,124.0,0,Orissa,2013,615,545,575,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-0.1082,0.8128,-0.0537,0.6498,-0.0506
152,152,320000,bangalore,m,1992-10-23,75.0,state board,2010.0,71.6,state board,16092,2,B.Tech/B.E.,computer science & engineering,68.75,16092.0,0,Andhra Pradesh,2014,290,485,310,0.744758354008939,435,-1,438,-1,-1,-1,-1,1.4208,0.2124,0.9322,-1.5021,1.247
153,153,150000,Pune,m,1989-05-05,,central board of secondary education,2008.0,74.0,diploma in engg (e &tc) tilak maharashtra vidayapeeth,5846,2,B.Tech/B.E.,electronics & telecommunications,64.0,,1,Maharashtra,2011,475,375,405,0.824666400671332,-1,400,-1,-1,-1,286,-1,,0.0328,0.6984,,0.6603
154,154,305000,Pune,m,1991-09-17,68.5,state board,,64.5,state board,8116,2,B.Tech/B.E.,information technology,70.3,8116.0,1,Tamil Nadu,2014,605,540,465,0.953899775079926,445,-1,530,-1,-1,-1,-1,,0.5454,0.7785,-1.5021,-0.2859
155,155,145000,Pune,m,1991-05-31,,maharashtra state board,2008.0,84.33,maharashtra state board,7236,2,B.Tech/B.E.,electronics & telecommunications,60.0,7236.0,1,Maharashtra,2012,495,565,575,0.376059586651545,335,300,-1,-1,-1,260,-1,1.2828,1.7878,1.1437,-0.6428,0.5024
156,156,700000,Bangalore,f,1991-07-17,92.2,cbse,2009.0,81.8,cbse,285,1,B.Tech/B.E.,instrumentation and control engineering,85.5,285.0,0,Punjab,2013,580,655,750,0.694479327708463,435,366,-1,-1,-1,-1,-1,0.1282,0.3789,0.4711,-1.3753,1.0554
157,157,335000,-1,m,1990-05-20,66.85,state board,2008.0,59.11,state board,1906,2,B.Tech/B.E.,information technology,82.1,1906.0,1,West Bengal,2013,520,660,620,0.793580614548506,495,-1,-1,-1,-1,-1,-1,0.2718,-0.1206,-1.2196,,-0.6692
158,158,375000,Pune,f,1991-05-25,89.0,state,2008.0,97.6,state,5015,2,B.Tech/B.E.,computer engineering,80.0,5015.0,0,Andhra Pradesh,2012,505,495,525,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.1623,0.8128,0.2366,-0.0846,-0.7615
159,159,140000,Pondicherry,m,1988-04-16,77.8,board of secondary education,2005.0,74.2,board of intermediate education,449,2,M.Tech./M.E.,computer engineering,72.7,449.0,1,Tamil Nadu,2012,405,510,545,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-0.0154,0.8784,1.2396,1.5404,1.6302
160,160,505000,Pune,m,1990-03-02,75.33,0,2008.0,74.67,0,7172,2,B.Tech/B.E.,computer engineering,72.04,7172.0,0,Maharashtra,2012,385,415,595,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-2.1175,0.8128,-1.2148,0.0622299999999999,-0.643
161,161,240000,Bangalore,m,1990-02-05,77.0,cbse,2008.0,66.0,cbse,11425,2,B.Tech/B.E.,computer science & engineering,64.25,11425.0,1,Karnataka,2013,770,565,430,0.744758354008939,555,-1,438,-1,-1,-1,-1,-1.0208,-0.2871,0.1637,-0.3612,1.0554
162,162,180000,Hyderabad,m,1990-05-12,77.6,state board,2007.0,89.6,state board,11958,2,B.Tech/B.E.,information technology,65.15,11958.0,0,Andhra Pradesh,2013,545,495,450,0.911395278391328,445,-1,500,-1,-1,-1,-1,0.1282,1.2114,0.7785,-2.2627,0.6721
163,163,315000,Pune,m,1990-08-31,83.6,cbse,2009.0,60.17,cbse,3879,2,B.Tech/B.E.,electronics and communication engineering,71.3,3879.0,0,Madhya Pradesh,2014,640,595,800,-1.0,515,-1,561,-1,-1,-1,-1,-1.5953,-0.6201,-1.8344,-0.3612,-1.6273
164,164,325000,Mumbai,m,1988-10-26,88.0,maharashtra state board for ssc,2006.0,78.0,maharashtra state board for hsc,438,1,B.Tech/B.E.,,54.0,438.0,1,Maharashtra,2010,615,605,605,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-1.1901,-0.9033,-0.6343,0.1798,-0.7615
165,165,250000,New Delhi,m,1987-12-20,49.0,0,2005.0,54.0,0,75,2,MCA,computer application,71.0,75.0,0,Uttar Pradesh,2011,455,305,355,0.377551419424541,375,-1,-1,-1,-1,-1,-1,0.8192,0.1888,-0.344,-0.7603,0.8183
166,166,195000,Kolkata,m,1989-09-01,71.73,maharashtra state board,2007.0,68.17,maharashtra state board,3683,2,B.Tech/B.E.,electrical engineering,67.89,,0,Maharashtra,2011,375,395,405,0.376059586651545,-1,300,-1,-1,-1,-1,-1,0.51,1.2808,0.672,0.8848,0.3444
167,167,315000,Bangalore,f,1991-03-23,91.0,0,2008.0,86.0,0,4042,2,B.Tech/B.E.,information technology,87.5,4042.0,0,Tamil Nadu,2012,445,535,455,0.525922584252055,415,-1,-1,-1,-1,-1,-1,-1.3447,0.5008,0.672,0.6204,0.5024
168,168,180000, Pune,m,1991-04-06,70.0,kolhapur,2008.0,68.67,kolhapur,7495,2,B.Tech/B.E.,mechanical engineering,56.36,7495.0,0,Maharashtra,2012,415,535,425,0.714529363243447,-1,-1,-1,435,-1,-1,-1,1.7852,1.9048,1.3977,0.2679,-0.6035
169,169,180000,New Delhi,m,1991-11-16,65.8,cbse,,76.8,cbse,2812,2,B.Tech/B.E.,electrical engineering,77.5,2812.0,0,Rajasthan,2013,430,495,470,0.938399136791175,-1,333,-1,-1,553,-1,-1,0.5591,-0.1206,-2.1418,0.7798,-1.0524
170,170,310000,-1,m,1991-10-18,93.3,icse,2010.0,93.5,isc,222,2,B.Tech/B.E.,industrial & production engineering,84.0,222.0,0,Jharkhand,2015,675,630,590,0.903940782098604,485,-1,-1,500,-1,-1,-1,,1.3779,0.4711,-0.7415,1.0554
171,171,240000,Chennai,m,1992-12-17,91.5,state board,,75.5,state board,8888,2,B.Tech/B.E.,mechanical engineering,76.0,8888.0,0,Tamil Nadu,2014,475,450,150,0.459015840492937,-1,-1,-1,376,-1,-1,-1,-1.1644,-0.6201,0.7785,1.5404,-0.2859
172,172,620000,Gurgaon,m,1989-02-20,86.8,cbse,2005.0,62.0,cbse,1015,2,B.Tech/B.E.,computer engineering,71.9,1015.0,0,Rajasthan,2010,765,605,555,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-1.9629,0.3448,0.3817,,1.1343
173,173,100000,-1,m,1992-02-20,86.62,state board,,62.2,state board,10126,2,B.Tech/B.E.,electronics and communication engineering,65.01,10126.0,0,Gujarat,2013,420,545,380,0.493596387301038,-1,324,-1,-1,-1,260,-1,0.5591,-0.2871,0.1637,-1.1218,0.6721
174,174,460000,Bangalore,m,1989-07-19,82.0,cbse,2007.0,61.2,cbse,4889,2,B.Tech/B.E.,computer engineering,62.8,4889.0,1,Tamil Nadu,2011,505,515,365,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-1.3447,0.0328,-0.6343,0.1798,-0.6035
175,175,345000,Pune,m,1989-11-20,74.8,cbse,2007.0,75.4,cbse,167,2,B.Tech/B.E.,electronics and communication engineering,64.19,167.0,0,Haryana,2012,605,435,525,0.694479327708463,-1,366,-1,-1,-1,-1,-1,-1.0135,-0.2793,-0.1988,0.7493,-0.2875
176,176,275000,Noida,f,1989-07-11,62.0,mp,2007.0,70.0,mp,11637,2,B.Tech/B.E.,information technology,74.0,11637.0,0,Madhya Pradesh,2012,335,425,455,0.901489571371033,545,-1,-1,-1,-1,-1,-1,0.5591,-0.2871,0.1637,0.5262,-0.0943
177,177,455000,Bangalore,m,1987-03-22,68.0,0,2004.0,59.2,0,3144,2,B.Tech/B.E.,computer engineering,92.0,3144.0,1,Tamil Nadu,2011,544,595,495,0.843123726665742,515,-1,-1,-1,-1,-1,-1,0.6646,1.7488,0.3817,-1.4653,-0.2875
178,178,340000,Hyderabad,f,1992-06-10,76.0,state board ,2009.0,79.0,state board ,8818,2,B.Tech/B.E.,information technology,73.0,8818.0,1,Telangana,2013,535,460,445,0.123016731640823,285,-1,-1,-1,-1,-1,-1,0.99,-0.1206,0.4711,0.5262,-0.6692
179,179,330000,pune,f,1993-04-12,92.0,state board,2010.0,93.8,state board,6793,2,B.Tech/B.E.,information technology,84.0,6793.0,1,Tamil Nadu,2014,545,460,475,0.793580614548506,495,-1,-1,-1,-1,-1,-1,0.99,0.5454,1.3933,-1.2486,0.0973
180,180,340000,Navi Mumbai,f,1993-08-14,85.8,cbse,2010.0,65.8,cbse,7627,2,B.Tech/B.E.,information technology,69.7,7627.0,0,Uttar Pradesh,2014,615,630,750,0.622642915849938,485,-1,407,-1,-1,-1,-1,0.8463,1.0449,0.01,-0.2344,0.4805
181,181,200000,-1,f,1992-10-19,88.3,state board,2010.0,83.5,state board,6196,2,B.Tech/B.E.,computer engineering,69.76,6196.0,0,Maharashtra,2014,535,595,515,0.968237495890543,605,-1,-1,-1,-1,-1,-1,-0.3027,0.3789,-0.2974,-0.3612,0.4805
182,182,600000,Pune,m,1987-06-09,87.73,bse(board of secondary education),2004.0,76.0,chse(concil of higher secondary education),124,2,B.Tech/B.E.,computer engineering,84.5,124.0,0,Orissa,2010,525,525,635,0.942116551485008,575,-1,-1,-1,-1,-1,-1,-2.272,1.2808,-1.2148,-0.1727,0.8183
183,183,300000,Greater Noida,m,1992-08-09,63.0,up board,2008.0,61.0,up board,75,2,B.Tech/B.E.,computer engineering,70.64,75.0,0,Uttar Pradesh,2012,415,365,465,0.884122511593735,535,-1,-1,-1,-1,-1,-1,0.8192,1.4368,0.5269,,0.0679
184,184,200000,-1,m,1992-06-23,64.0,state board,2009.0,66.5,state board,9189,2,B.Tech/B.E.,computer science & engineering,70.52,9189.0,1,Telangana,2013,395,570,430,0.356536487724475,415,-1,346,-1,-1,-1,-1,-0.7335,-0.7866,-0.4511,1.4136,-0.4776
185,185,120000,Hyderabad,m,1991-10-09,64.0,state board,2009.0,65.0,state board,4217,2,B.Tech/B.E.,computer science & engineering,58.0,4217.0,0,Telangana,2013,335,420,210,0.744758354008939,275,-1,438,-1,-1,-1,-1,,-0.6201,0.1637,0.9066,0.6721
186,186,320000,jAipur,m,1991-09-14,87.4,cbse,2009.0,85.6,cbse,12906,2,B.Tech/B.E.,civil engineering,80.3,12906.0,0,Madhya Pradesh,2013,605,605,745,0.679644640924472,-1,-1,-1,-1,-1,-1,388,,-0.6201,0.01,-1.1218,-2.5853
187,187,180000,hyderabad,m,1986-10-20,68.0,0,2003.0,62.8,0,3579,2,B.Tech/B.E.,computer engineering,70.1,3579.0,0,Uttar Pradesh,2010,435,425,494,0.377551419424541,375,-1,-1,-1,-1,-1,-1,1.4374,-0.5913,1.1074,-0.0552,0.8183
188,188,85000,Pune,m,1987-01-21,50.66,maharashtra nasik board,2004.0,55.33,maharashtra nasik board,331,2,MCA,computer application,57.92,331.0,1,Maharashtra,2011,445,325,195,0.488347976782714,405,-1,-1,-1,-1,-1,-1,1.2828,-1.3713,0.8171,0.8848,0.5024
